colour	x	y	clickSelects	fill
#000000	0.0670995670995671	0.0851260850804554	Africa	#000000
#000000	0.11038961038961	0.0896502792493048	Africa	#000000
#000000	0.153679653679654	0.0951155365452731	Africa	#000000
#000000	0.196969696969697	0.101547706512312	Africa	#000000
#000000	0.24025974025974	0.10922537038423	Africa	#000000
#000000	0.283549783549784	0.118068883620201	Africa	#000000
#000000	0.326839826839827	0.128970928781974	Africa	#000000
#000000	0.37012987012987	0.142129394608047	Africa	#000000
#000000	0.413419913419913	0.155721713590721	Africa	#000000
#000000	0.456709956709957	0.17025666763224	Africa	#000000
#000000	0.5	0.186263299088218	Africa	#000000
#000000	0.543290043290043	0.204541895866684	Africa	#000000
#000000	0.586580086580087	0.224841472868589	Africa	#000000
#FF0000	0.62987012987013	0.246865982952051	Africa	#FF0000
#FF0000	0.673160173160173	0.270379287039886	Africa	#FF0000
#FF0000	0.716450216450216	0.295346453315942	Africa	#FF0000
#FF0000	0.75974025974026	0.321853239388871	Africa	#FF0000
#FF0000	0.803030303030303	0.349916063212265	Africa	#FF0000
#FF0000	0.846320346320346	0.379419999110985	Africa	#FF0000
#FF0000	0.88961038961039	0.410139038234532	Africa	#FF0000
#FF0000	0.932900432900433	0.441882103548557	Africa	#FF0000
#000000	0.0670995670995671	0.10318531005349	The Americas	#000000
#000000	0.11038961038961	0.109990027839784	The Americas	#000000
#000000	0.153679653679654	0.117931776241806	The Americas	#000000
#000000	0.196969696969697	0.126278209733943	The Americas	#000000
#000000	0.24025974025974	0.134570149592883	The Americas	#000000
#000000	0.283549783549784	0.143290702836001	The Americas	#000000
#000000	0.326839826839827	0.152299618221448	The Americas	#000000
#000000	0.37012987012987	0.161479699506038	The Americas	#000000
#000000	0.413419913419913	0.171113021105192	The Americas	#000000
#000000	0.456709956709957	0.181306125058172	The Americas	#000000
#000000	0.5	0.19084792529901	The Americas	#000000
#000000	0.543290043290043	0.199602013085633	The Americas	#000000
#000000	0.586580086580087	0.208042238504136	The Americas	#000000
#FF0000	0.62987012987013	0.216514601193498	The Americas	#FF0000
#FF0000	0.673160173160173	0.224726721852532	The Americas	#FF0000
#FF0000	0.716450216450216	0.232500098900704	The Americas	#FF0000
#FF0000	0.75974025974026	0.239667758256812	The Americas	#FF0000
#FF0000	0.803030303030303	0.246136955948971	The Americas	#FF0000
#FF0000	0.846320346320346	0.251891274023592	The Americas	#FF0000
#FF0000	0.88961038961039	0.25695254486577	The Americas	#FF0000
#FF0000	0.932900432900433	0.261375960745022	The Americas	#FF0000
#000000	0.0670995670995671	0.0792575399670191	North America	#000000
#000000	0.11038961038961	0.0826965772671251	North America	#000000
#000000	0.153679653679654	0.086675485785851	North America	#000000
#000000	0.196969696969697	0.0905043621542067	North America	#000000
#000000	0.24025974025974	0.0939585947943385	North America	#000000
#000000	0.283549783549784	0.0975997126508803	North America	#000000
#000000	0.326839826839827	0.101235066757757	North America	#000000
#000000	0.37012987012987	0.104810338140854	North America	#000000
#000000	0.413419913419913	0.108599916216039	North America	#000000
#000000	0.456709956709957	0.113232399014958	North America	#000000
#000000	0.5	0.117485172972311	North America	#000000
#000000	0.543290043290043	0.121178339234918	North America	#000000
#000000	0.586580086580087	0.124700863575626	North America	#000000
#FF0000	0.62987012987013	0.128482058014935	North America	#FF0000
#FF0000	0.673160173160173	0.132274954612655	North America	#FF0000
#FF0000	0.716450216450216	0.135983490874369	North America	#FF0000
#FF0000	0.75974025974026	0.139530642145463	North America	#FF0000
#FF0000	0.803030303030303	0.142891257518309	North America	#FF0000
#FF0000	0.846320346320346	0.146085422787194	North America	#FF0000
#FF0000	0.88961038961039	0.149150340336318	North America	#FF0000
#FF0000	0.932900432900433	0.152135788003698	North America	#FF0000
