colour	x	y	PANEL	fill
#F8766D	0.547039768419602	0.629976966107272	1	#F8766D
#F8766D	0.501033841064167	0.490577043884053	1	#F8766D
#F8766D	0.570301192363361	0.469487570672171	1	#F8766D
#F8766D	0.634399338341719	0.464103024320201	1	#F8766D
#F8766D	0.436935695085809	0.418932663256454	1	#F8766D
#F8766D	0.634743952029775	0.358655658260791	1	#F8766D
#F8766D	0.641463918946861	0.419530946184451	1	#F8766D
#F8766D	0.525673719760149	0.505833258547967	1	#F8766D
#F8766D	0.705562064925219	0.416240390080469	1	#F8766D
#F8766D	0.723481976704115	0.504487121959975	1	#F8766D
#F8766D	0.447274105727479	0.473376409704149	1	#F8766D
#F8766D	0.597181060031704	0.39829190224057	1	#F8766D
#F8766D	0.474326280239851	0.764889766370517	1	#F8766D
#F8766D	0.591667241022813	0.504487121959975	1	#F8766D
#F8766D	0.686952925770212	0.533055131771815	1	#F8766D
#F8766D	0.58236267144531	0.474423404828143	1	#F8766D
#00BFC4	0.323213178027431	0.509123814651949	1	#00BFC4
#00BFC4	0.392480529326625	0.359403511920787	1	#00BFC4
#F8766D	0.412812736921911	0.31961769720901	1	#F8766D
#F8766D	0.532565993521263	0.553247180591702	1	#F8766D
#00BFC4	0.58391343304156	0.6070926441114	1	#00BFC4
#F8766D	0.551002825832242	0.485192497532083	1	#F8766D
#F8766D	0.588910331518368	0.515405785395914	1	#F8766D
#F8766D	0.533082914053346	0.510170809775943	1	#F8766D
#F8766D	0.690571369494796	0.665873941787071	1	#F8766D
#F8766D	0.669205320835344	0.555939453767687	1	#F8766D
#F8766D	0.428148046040389	0.511516946363935	1	#F8766D
#F8766D	0.616824040250879	0.48564120972808	1	#F8766D
#F8766D	0.629230133020884	0.303314487421101	1	#F8766D
#F8766D	0.682989868357571	0.534251697627808	1	#F8766D
#F8766D	0.488972361982218	0.755616380986568	1	#F8766D
#F8766D	0.653697704872838	0.50897424391995	1	#F8766D
#F8766D	0.450375628919981	0.750830117562595	1	#F8766D
#F8766D	0.409883520573437	0.706407610158844	1	#F8766D
#F8766D	0.756047970225377	0.503739268299979	1	#F8766D
#F8766D	0.558756633813495	0.485042926800084	1	#F8766D
#00BFC4	0.589599558894479	0.381390409524664	1	#00BFC4
#F8766D	0.700220552760356	0.322908253312992	1	#F8766D
#F8766D	0.728306568336894	0.401283316880553	1	#F8766D
#F8766D	0.348197670411469	0.329938077716952	1	#F8766D
#F8766D	0.454855606864705	0.489081336564061	1	#F8766D
#F8766D	0.631470121993246	0.462607317000209	1	#F8766D
#F8766D	0.538596733062237	0.659891112507105	1	#F8766D
#F8766D	0.577193466124474	0.63925035149122	1	#F8766D
#F8766D	0.475532428148046	0.713287863830806	1	#F8766D
#F8766D	0.665242263422703	0.550106195219719	1	#F8766D
#F8766D	0.586498035701978	0.536196117143797	1	#F8766D
#F8766D	0.660245364945896	0.567456400131622	1	#F8766D
#F8766D	0.481390860844993	0.710894732118819	1	#F8766D
#F8766D	0.573230408711834	0.686365132070956	1	#F8766D
#F8766D	0.612344062306155	0.573439229411589	1	#F8766D
#F8766D	0.563753532290303	0.500747853659996	1	#F8766D
#F8766D	0.540147494658488	0.516602351251907	1	#F8766D
#F8766D	0.49517540836722	0.579122917227557	1	#F8766D
#F8766D	0.657316148597422	0.495363307308026	1	#F8766D
#F8766D	0.657833069129506	0.304511053277095	1	#F8766D
#F8766D	0.707112826521469	0.345942146040863	1	#F8766D
#F8766D	0.388517471913984	0.464850877980197	1	#F8766D
#F8766D	0.392308222482597	0.431047892548386	1	#F8766D
#F8766D	0.667826866083121	0.462009034072213	1	#F8766D
#F8766D	0.283410297056999	0.287160848365192	1	#F8766D
#F8766D	0.439692604590254	0.462756887732209	1	#F8766D
#F8766D	0.547039768419602	0.637904214903228	1	#F8766D
#F8766D	0.705562064925219	0.475171258488139	1	#F8766D
#F8766D	0.601661037976428	0.44824852672829	1	#F8766D
#F8766D	0.630263974085051	0.474273834096144	1	#F8766D
#F8766D	0.727961954648839	0.543225941547758	1	#F8766D
#F8766D	0.694189813219381	0.593780848963475	1	#F8766D
#F8766D	0.262216555241574	0.53739268299979	1	#F8766D
#F8766D	0.691260596870908	0.40173202907655	1	#F8766D
#F8766D	0.284444138121166	0.468889287744174	1	#F8766D
#F8766D	0.49362464677097	0.662284244219091	1	#F8766D
#F8766D	0.292887173478531	0.358805228992791	1	#F8766D
#F8766D	0.670756082431594	0.460962038948219	1	#F8766D
#F8766D	0.679026810944931	0.531858565915821	1	#F8766D
#F8766D	0.493969260459025	0.551601902539711	1	#F8766D
#F8766D	0.653870011716865	0.502393131711987	1	#F8766D
#F8766D	0.314770142670067	0.575234078195579	1	#F8766D
#F8766D	0.281687228616721	0.608289209967394	1	#F8766D
#F8766D	0.360431456337446	0.407714858356517	1	#F8766D
#F8766D	0.65748845544145	0.421624936432439	1	#F8766D
#F8766D	0.454510993176649	0.492671034132041	1	#F8766D
#F8766D	0.594768764215315	0.516602351251907	1	#F8766D
#F8766D	0.481390860844993	0.666322653983069	1	#F8766D
#F8766D	0.46881246123096	0.386027102216638	1	#F8766D
#F8766D	0.629402439864911	0.524679170779862	1	#F8766D
#F8766D	0.194499965538631	0.440769990128332	1	#F8766D
#F8766D	0.194672272382659	0.509871668311945	1	#F8766D
#F8766D	0.364222206906058	0.432244458404379	1	#F8766D
#F8766D	0.695395961127576	0.269810643453289	1	#F8766D
#F8766D	0.611827141774071	0.618160878279338	1	#F8766D
#F8766D	0.299434833551589	0.5	1	#F8766D
#F8766D	0.556688951685161	0.698330790630889	1	#F8766D
#F8766D	0.616996347094907	0.635211941727243	1	#F8766D
#F8766D	0.576848852436419	0.624891561219301	1	#F8766D
#F8766D	0.251016610379764	0.652263005175147	1	#F8766D
#F8766D	0.306154800468675	0.517499775643902	1	#F8766D
#F8766D	0.415569646426356	0.42312064375243	1	#F8766D
#F8766D	0.467434006478737	0.460214185288223	1	#F8766D
#F8766D	0.543765938383073	0.488333482904065	1	#F8766D
#F8766D	0.565821214418637	0.530662000059828	1	#F8766D
#F8766D	0.553932042180715	0.595276556283466	1	#F8766D
#F8766D	0.275656489075746	0.384381824164647	1	#F8766D
#F8766D	0.386966710317734	0.447500673068294	1	#F8766D
#F8766D	0.586498035701978	0.821577073798199	1	#F8766D
#F8766D	0.52636294713626	0.528717580543839	1	#F8766D
#F8766D	0.488627748294162	0.478013102396123	1	#F8766D
#F8766D	0.664553036046592	0.425812916928415	1	#F8766D
#F8766D	0.156937073540561	0.461709892608214	1	#F8766D
#F8766D	0.792749328003308	0.405770438840528	1	#F8766D
#F8766D	0.427975739196361	0.268015794669299	1	#F8766D
#F8766D	0.371631401199256	0.39829190224057	1	#F8766D
#F8766D	0.35284995520022	0.45168865356427	1	#F8766D
#F8766D	0.314942449514095	0.440620419396332	1	#F8766D
#F8766D	0.38248673237301	0.471581560920159	1	#F8766D
#F8766D	0.598387207939899	0.575084507463579	1	#F8766D
#F8766D	0.430560341856779	0.64104520027521	1	#F8766D
#F8766D	0.621820938727686	0.669314068623052	1	#F8766D
#F8766D	0.379557516024537	0.543525083011756	1	#F8766D
#F8766D	0.424357295471776	0.552349756199707	1	#F8766D
#F8766D	0.665931490798815	0.448996380388286	1	#F8766D
#F8766D	0.663002274450341	0.56252056597565	1	#F8766D
#F8766D	0.636983941002137	0.635810224655239	1	#F8766D
#F8766D	0.590633399958646	0.597669687995453	1	#F8766D
#F8766D	0.680922186229237	0.495512878040025	1	#F8766D
#F8766D	0.603211799572679	0.535597834215801	1	#F8766D
#F8766D	0.535495209869736	0.497906009752012	1	#F8766D
#F8766D	0.395409745675098	0.387223668072631	1	#F8766D
#F8766D	0.747604934868013	0.452137365760268	1	#F8766D
#F8766D	0.635260872561858	0.406667863232523	1	#F8766D
#F8766D	0.718485078227307	0.328292799664961	1	#F8766D
#F8766D	0.647839272175891	0.515106643931915	1	#F8766D
#F8766D	0.642842373699083	0.357608663136797	1	#F8766D
#F8766D	0.548418223171824	0.526025307367854	1	#F8766D
#F8766D	0.644393135295334	0.384381824164647	1	#F8766D
#F8766D	0.755875663381349	0.414744682760477	1	#F8766D
#F8766D	0.40402508787649	0.401582458344551	1	#F8766D
#F8766D	0.564442759666414	0.530213287863831	1	#F8766D
#F8766D	0.662829967606313	0.529315863471836	1	#F8766D
#F8766D	0.587187263078089	0.461111609680218	1	#F8766D
#F8766D	0.527741401888483	0.449744234048281	1	#F8766D
#F8766D	0.396443586739265	0.460513326752221	1	#F8766D
#F8766D	0.561858157005996	0.497606868288013	1	#F8766D
#F8766D	0.402129712592184	0.547862634239732	1	#F8766D
#F8766D	0.55513819008891	0.549059200095725	1	#F8766D
#F8766D	0.642497760011028	0.402479882736546	1	#F8766D
#F8766D	0.280825694396581	0.437030721828353	1	#F8766D
#F8766D	0.542732097318905	0.538589248855784	1	#F8766D
#F8766D	0.647666965331863	0.434039307188369	1	#F8766D
#F8766D	0.553070507960576	0.45707319991624	1	#F8766D
#F8766D	0.635260872561858	0.498504292680008	1	#F8766D
#F8766D	0.438314149838032	0.820679649406204	1	#F8766D
#F8766D	0.485526225101661	0.490726614616052	1	#F8766D
#F8766D	0.450547935764009	0.693694097938915	1	#F8766D
#F8766D	0.525846026604177	0.522286039067875	1	#F8766D
#F8766D	0.727961954648839	0.530811570791827	1	#F8766D
#F8766D	0.642670066855055	0.811256693290257	1	#F8766D
#F8766D	0.60476256116893	0.737667893146669	1	#F8766D
#F8766D	0.56875043076711	0.546217356187741	1	#F8766D
#F8766D	0.691605210558963	0.321711687456998	1	#F8766D
#F8766D	0.702977462264801	0.461111609680218	1	#F8766D
#F8766D	0.699531325384244	0.357010380208801	1	#F8766D
#F8766D	0.534289061961541	0.606943073379401	1	#F8766D
#F8766D	0.609242539113654	0.629229112447276	1	#F8766D
#F8766D	0.600454890068234	0.761748780998534	1	#F8766D
#F8766D	0.613894823902405	0.787774088366388	1	#F8766D
#F8766D	0.56237507753808	0.483696790212091	1	#F8766D
#F8766D	0.495347715211248	0.598716683119447	1	#F8766D
#F8766D	0.600971810600317	0.464103024320201	1	#F8766D
#F8766D	0.594941071059342	0.576580214783571	1	#F8766D
#F8766D	0.666620718174926	0.533802985431811	1	#F8766D
#F8766D	0.627334757736577	0.53754225373179	1	#F8766D
#F8766D	0.736577296850231	0.392309072960603	1	#F8766D
#F8766D	0.710731270246054	0.501196565855993	1	#F8766D
#F8766D	0.552553587428493	0.74454814681863	1	#F8766D
#F8766D	0.664380729202564	0.543076370815759	1	#F8766D
#F8766D	0.634054724653663	0.33577133626492	1	#F8766D
#F8766D	0.727789647804811	0.563118848903646	1	#F8766D
#F8766D	0.175546212695568	0.553995034251697	1	#F8766D
#F8766D	0.332000827072851	0.405172155912531	1	#F8766D
#F8766D	0.581845750913226	0.593780848963475	1	#F8766D
#F8766D	0.88217658005376	0.501346136587992	1	#F8766D
#F8766D	0.77345096147219	0.496111160968022	1	#F8766D
#F8766D	0.707457440209525	0.701920488198869	1	#F8766D
#F8766D	0.670756082431594	0.543076370815759	1	#F8766D
#F8766D	0.632503963057413	0.553845463519698	1	#F8766D
#F8766D	0.559101247501551	0.508226390259954	1	#F8766D
#F8766D	0.719174305603419	0.458120195040234	1	#F8766D
#F8766D	0.696429802191743	0.466496156032188	1	#F8766D
#F8766D	0.551347439520298	0.478461814592121	1	#F8766D
#F8766D	0.44486180991109	0.518995482963894	1	#F8766D
#F8766D	0.328726997036322	0.422971073020431	1	#F8766D
#F8766D	0.330622372320629	0.590490292859493	1	#F8766D
#F8766D	0.355779171548694	0.50358969756798	1	#F8766D
#F8766D	0.379212902336481	0.392608214424601	1	#F8766D
#F8766D	0.542732097318905	0.819931795746208	1	#F8766D
#F8766D	0.762767937142463	0.581216907475545	1	#F8766D
#F8766D	0.190364601281963	0.390663794908612	1	#F8766D
#F8766D	0.295471776138948	0.53395255616381	1	#F8766D
#F8766D	0.558928940657523	0.557883873283676	1	#F8766D
