colour	x	y	clickSelects	fill
#F8766D	0.20985352569683	0.266793449578637	Female.No	#F8766D
#7CAE00	0.781921857375313	0.302792558192529	Male.No	#7CAE00
#7CAE00	0.729293259368701	0.418875838291239	Male.No	#7CAE00
#7CAE00	0.803639086640694	0.375864761119539	Male.No	#7CAE00
#F8766D	0.31007963351228	0.182972131212327	Female.No	#F8766D
#7CAE00	0.585848969238048	0.231573123569516	Male.No	#7CAE00
#7CAE00	0.907144687053832	0.258717342872511	Male.No	#7CAE00
#7CAE00	0.551524244672195	0.333900963464244	Male.No	#7CAE00
#7CAE00	0.616916383531961	0.122270785610784	Male.No	#7CAE00
#7CAE00	0.879773895933547	0.101729325018823	Male.No	#7CAE00
#7CAE00	0.654282852075994	0.163884995928542	Male.No	#7CAE00
#F8766D	0.210055120373991	0.0921149515462193	Female.No	#F8766D
#7CAE00	0.577214826237072	0.413721192882142	Male.No	#7CAE00
#7CAE00	0.58850005633113	0.330183955840766	Male.No	#7CAE00
#F8766D	0.307837635617365	0.371339252049273	Female.No	#F8766D
#7CAE00	0.841169936921109	0.40159183325754	Male.No	#7CAE00
#F8766D	0.341401619074697	0.191493851471354	Female.No	#F8766D
#7CAE00	0.580594604242254	0.189636735245585	Male.No	#7CAE00
#F8766D	0.447812863032926	0.307148643515327	Female.No	#F8766D
#7CAE00	0.743739978071641	0.280191080983389	Male.No	#7CAE00
#7CAE00	0.648868176324124	0.304591422900557	Male.No	#7CAE00
#F8766D	0.119444995610551	0.270214002833448	Female.No	#F8766D
#F8766D	0.147775742056018	0.452559637413784	Female.No	#F8766D
#7CAE00	0.701086696999317	0.103555938482962	Male.No	#7CAE00
#7CAE00	0.750537129203704	0.263445406813513	Male.No	#7CAE00
#7CAE00	0.822922007096085	0.133791165172376	Male.No	#7CAE00
#7CAE00	0.703328148885207	0.17790073799816	Male.No	#7CAE00
#7CAE00	0.719984375702386	0.413999401964247	Male.No	#7CAE00
#7CAE00	0.592309715056961	0.427471018057655	Male.No	#7CAE00
#F8766D	0.251894741488451	0.392352133396674	Female.No	#F8766D
